"HGNC_Symbol","hiPSC_Neuron","BloodmRNA","DISC1_RNA","gandalMicro","gandalRNAseq","hiPSC_NPC1","MtSinaiACC","MtSinaiDLPFC","MtSinaiMTA","MtSinaiTPA","Stanley","CommonMind_DLPFC","Deep_Neurons","Superficial_Neurons","Superficial_Deep_Neurons","Lewis_2017_L3","Lewis_2017_L5","Lewis_2015_L3","Lewis_2015_L5","barnesAll","barnesFemale","barnesMale","Iwamoto_BA10_SCZ","Iwamoto_BA46_SCZ","MaycoxAll","MaycoxFemale","MaycoxMale","PietersenAllParvalbumin","PietersenAllPyramidal","PietersenFemaleParvalbumin","PietersenFemalePyramidal","PietersenMaleParvalbumin","PietersenMalePyramidal"
"GABPB1","-0.05, p=0.46019","-0.16, p=0.536","0.61, p=0.05939","0.02, p=0.40189","-0.05, p=0.01309","0.04, p=0.56235","-0.16, p=0.12309","0.18, p=0.49946","-0.2, p=0.20019","0, p=0.9707",NA,"-0.02, p=0.1618","-0.1, p=0.2701","-0.11, p=0.2467","-0.21, p=0.12792","-0.05, p=0.84427","-0.08, p=0.74316","-0.01, p=0.94747","0.05, p=0.7408","0.13, p=0.41587","-1.32, p=0.22602","0.67, p=0.11483","-0.33, p=0.07879","0.03, p=0.20784","0.16, p=0.23737","-0.11, p=0.50276","0.38, p=0.20741","-0.33, p=0.60466","-0.41, p=0.13949","-0.07, p=0.32391","-0.57, p=0.06025","-0.6, p=0.45865","-0.21, p=0.82893"
"SNAP25","-0.21, p=0.46037","-1.37, p=0.00216","0.7, p=0.00954","-0.05, p=0.0255","-0.16, p=6e-05","0.34, p=0.26356","0.53, p=0.10136","-0.42, p=0.07536","0.06, p=0.83525","0.09, p=0.7328","-0.05, p=0.41973","-0.05, p=0.01","0.37, p=0.33054","0.33, p=0.40228","0.7, p=0.22258","-0.06, p=0.01269","-0.06, p=0.0145","-0.1, p=0.03357","-0.11, p=0.01451","0.11, p=0.2955","-0.06, p=0.50883","0.25, p=0.10154","0.02, p=0.88384","0.1, p=0.41105","-0.05, p=0.68712","-0.12, p=0.55398","-0.02, p=0.78465","-1.02, p=0.16744","-0.28, p=0.5716","-0.83, p=0.42058","-0.27, p=0.75788","-1.22, p=0.26258","-0.28, p=0.5619"
"FOXJ3","-0.05, p=0.46072","-0.13, p=0.198","0.64, p=0.00939","0.02, p=0.12934","0.03, p=0.08054","0, p=0.94164","0.18, p=0.03229","-0.06, p=0.29951","-0.15, p=0.0794","-0.13, p=0.15927","0, p=0.93851","0, p=0.7671","-0.07, p=0.30587","-0.07, p=0.32702","-0.14, p=0.17703","-0.16, p=0.30885","0.08, p=0.63051","-0.04, p=0.71614","-0.03, p=0.80028","0.03, p=0.76689","0, p=0.55076","0.04, p=0.49202","0.05, p=0.6118","-0.08, p=0.1216","0.01, p=0.82296","0.02, p=0.89755","0.01, p=0.81444","-0.44, p=0.59835","0.25, p=0.72852","-0.27, p=0.82691","0.15, p=0.76222","-0.61, p=0.59746","0.38, p=0.65161"
"VGLL4","-0.06, p=0.46141","-0.07, p=0.707","-0.54, p=0.03387","-0.02, p=0.24891","-0.06, p=3e-04","0.02, p=0.78484","0.13, p=0.25972","-0.01, p=0.92052","0.1, p=0.19093","-0.06, p=0.55517","0.02, p=0.44654","-0.02, p=0.05674","-0.01, p=0.92485","-0.01, p=0.85481","-0.02, p=0.85028","0.34, p=0.06178","0.06, p=0.75342","-0.03, p=0.82783","0.05, p=0.73611","0.13, p=0.12953","0.12, p=0.34329","0.14, p=0.21669","0.19, p=0.22529","-0.01, p=0.90126","0, p=0.81826","0.08, p=0.57891","-0.02, p=0.83348","0.24, p=0.53817","-0.66, p=0.23527","0.37, p=0.67656","-0.45, p=0.48168","0.12, p=0.66128","-0.92, p=0.31106"
"SLC11A2","0.06, p=0.46173","0.27, p=0.154","0.35, p=0.15525","0.01, p=0.58527","0.02, p=0.2713","0, p=0.97071","-0.27, p=0.08337","-0.28, p=0.07423","-0.02, p=0.86539","-0.08, p=0.52972","-0.02, p=0.53053","-0.01, p=0.4295","-0.09, p=0.45617","-0.1, p=0.42744","-0.19, p=0.29858","-0.43, p=0.02262","-0.3, p=0.13552","-0.12, p=0.38005","-0.33, p=0.01805","-0.79, p=0.22752","-0.06, p=0.77485","-0.41, p=0.13516","0, p=0.9997","0.02, p=0.35783","-0.02, p=0.68268","-0.32, p=0.21378","0.18, p=0.42557","-0.2, p=0.60055","-0.36, p=0.47303","-0.17, p=0.5105","-0.08, p=0.70305","-0.23, p=0.52046","-0.7, p=0.44668"
"RBM15B","-0.05, p=0.46181","0.01, p=0.928","0.22, p=0.23742","0, p=0.71017","0.02, p=0.1585","0.01, p=0.93527","0.2, p=0.10353","0.28, p=0.00376","0.07, p=0.55081","0.1, p=0.28717","0.01, p=0.5984","0.01, p=0.4049","0.1, p=0.27777","0.1, p=0.29534","0.2, p=0.15124","0.13, p=0.44132","-0.04, p=0.82863","-0.01, p=0.91649","0.06, p=0.56863","0.06, p=0.46802","0.05, p=0.69338","0.08, p=0.51823","0.19, p=0.13152","0.08, p=0.31967","0, p=0.6712","0.01, p=0.51028","-0.07, p=0.45712","-0.1, p=0.59349","-0.48, p=0.40023","-0.25, p=0.78871","-0.44, p=0.37071","0.05, p=0.59649","-0.53, p=0.59753"
"ELAVL1","-0.04, p=0.46187","0.1, p=0.479","-0.25, p=0.25992","0.01, p=0.47072","0.04, p=0.16641","-0.02, p=0.70381","0.05, p=0.84565","0.86, p=0.28372","-0.06, p=0.76175","-0.21, p=0.26506","0.01, p=0.54565","0, p=0.7693","0.05, p=0.53937","0.05, p=0.53055","0.11, p=0.40156","0.11, p=0.5385","0.13, p=0.48544","0.18, p=0.23022","-0.04, p=0.81375","0.08, p=0.50178","0.09, p=0.71725","0.08, p=0.29207","-0.3, p=0.58639","-0.01, p=0.21503","0.05, p=0.71526","0.13, p=0.43324","0.01, p=0.56221","-0.34, p=0.43164","0.05, p=0.73814","-0.07, p=0.26246","0.13, p=0.72015","-0.62, p=0.5932","-0.04, p=0.64686"
"STK10","0.12, p=0.46425",NA,"0.11, p=0.68403","0, p=0.9391","0.01, p=0.78255","-0.37, p=0.02497","-0.14, p=0.25623","0.53, p=0.08081","-0.19, p=0.19177","-0.03, p=0.85717","-0.03, p=0.26564","0.02, p=0.3309","-0.07, p=0.48021","-0.08, p=0.47444","-0.15, p=0.33701","0.13, p=0.10361","0.04, p=0.61904","0.06, p=0.40402","0.16, p=0.02125","-0.05, p=0.38091","-0.12, p=0.57043","-0.03, p=0.42847","0, p=0.97968","-0.24, p=0.14768","0.18, p=0.22294","0.5, p=0.05301","-0.09, p=0.53535","-0.16, p=0.81691","-0.17, p=0.515","-0.28, p=0.78869","-0.03, p=0.69611","-0.04, p=0.93748","-0.35, p=0.64059"
"PTK2B","-0.07, p=0.46447","-0.75, p=0.0101","-0.37, p=0.10965","0.05, p=0.05367","0.09, p=0.00718","-0.13, p=0.18826","0.02, p=0.90815","-0.31, p=0.01519","0.11, p=0.49856","-0.02, p=0.85019","0.01, p=0.71449","0, p=0.8542","0.09, p=0.19876","0.09, p=0.21991","0.18, p=0.09153","0.24, p=0.10546","0.26, p=0.10698","0.12, p=0.23187","0.33, p=0.00129","-0.07, p=0.59997","-0.45, p=0.37884","0.21, p=0.42535","-0.1, p=0.33338","0.13, p=0.34797","-0.03, p=0.86689","-0.25, p=0.5251","0.07, p=0.63736","0.33, p=0.21903","0.54, p=0.47127","0.13, p=0.51814","1.07, p=0.30642","0.52, p=0.27744","-0.13, p=0.53815"
"NCK1","-0.06, p=0.46494","0, p=0.988","-0.27, p=0.458","0.03, p=0.13941","0.01, p=0.67715","-0.02, p=0.83832","0.08, p=0.42202","0.28, p=0.29307","-0.22, p=0.03562","0.04, p=0.58431","-0.04, p=0.06125","0.01, p=0.3988","0.07, p=0.46512","0.07, p=0.48885","0.15, p=0.33682","-0.28, p=0.117","0.24, p=0.19076","-0.3, p=0.07891","-0.21, p=0.23895","0.01, p=0.52435","0.07, p=0.19624","-0.04, p=0.33137","-0.15, p=0.45654","0.03, p=0.50955","0.08, p=0.17629","0.14, p=0.26795","0.03, p=0.19659","-0.11, p=0.38418","0.13, p=0.57028","0.28, p=0.43117","0.63, p=0.44577","-0.49, p=0.20028","-0.49, p=0.42545"
"MAPK13","0.22, p=0.46708","-0.22, p=0.0753","0.52, p=0.36744","-0.03, p=0.17039","-0.05, p=0.12686","0.06, p=0.84487","0.29, p=0.07345","-0.03, p=0.85717","-0.04, p=0.83374","0.05, p=0.73049","-0.01, p=0.68684","-0.03, p=0.2289","-0.01, p=0.84902","-0.02, p=0.83298","-0.03, p=0.78572","-0.06, p=0.76868","0.17, p=0.40161","0.01, p=0.94751","-0.09, p=0.44832","-0.08, p=0.71401","-0.3, p=0.4623","0.04, p=0.65903","0.05, p=0.8209","0, p=0.13612","0.1, p=0.31168","0.03, p=0.84939","0.11, p=0.4474","-1.04, p=0.22094","-0.08, p=0.70024","-1.07, p=0.28916","-0.48, p=0.66286","-1.01, p=0.44979","0.43, p=0.6481"
"PPARD","-0.08, p=0.46729","0.07, p=0.506","-0.49, p=0.06631","-0.03, p=0.02106","0.01, p=0.83812","-0.07, p=0.54125","0.03, p=0.80778","-0.06, p=0.62825","-0.07, p=0.60199","-0.01, p=0.90641","0.01, p=0.66622","0.02, p=0.2219","0.01, p=0.88361","0, p=0.95241","0.01, p=0.8898","-0.16, p=0.52814","-0.54, p=0.04792","0.32, p=0.21765","-0.09, p=0.72316","0.08, p=0.23033","0.02, p=0.36193","0.12, p=0.33537","0.06, p=0.69869","-0.15, p=0.26806","0.08, p=0.60787","0.01, p=0.64847","0.11, p=0.57138","-0.22, p=0.66627","-0.09, p=0.67735","-0.28, p=0.66167","0.05, p=0.68832","-0.17, p=0.43925","-0.27, p=0.53314"
"GPATCH8","-0.03, p=0.46757",NA,"-0.08, p=0.6507","0, p=0.82272","0.04, p=0.06696","0.02, p=0.68657","-0.05, p=0.61207","-0.27, p=0.00027","-0.17, p=0.17314","-0.19, p=0.04154","0.05, p=0.05107","0, p=0.7416","0.03, p=0.74245","0.03, p=0.75112","0.06, p=0.66217","-0.33, p=0.32525","0.9, p=0.01106","0.33, p=0.07811","0.4, p=0.0341","0.05, p=0.54938","0.06, p=0.71648","0.05, p=0.61011","0.29, p=0.03431","0.05, p=0.50913","-0.01, p=0.9001","0.03, p=0.79924","0.02, p=0.88451","-0.36, p=0.61298","-0.25, p=0.47673","-0.37, p=0.74323","0.08, p=0.76853","-0.35, p=0.69471","-0.67, p=0.43874"
"MAST2","-0.08, p=0.46936",NA,"0.48, p=0.03978","-0.03, p=0.03057","0.01, p=0.76773","-0.08, p=0.47616","0.12, p=0.435","0, p=0.98466","0.23, p=0.09144","0.28, p=0.04265","0.01, p=0.60583","0.04, p=0.00345","0.07, p=0.36355","0.07, p=0.41125","0.13, p=0.24343","-0.04, p=0.71102","0.09, p=0.44777","-0.16, p=0.27857","-0.15, p=0.31168","-0.02, p=0.7249","-0.37, p=0.47082","0.2, p=0.52018","0.06, p=0.78941","-0.09, p=0.58075","-0.12, p=0.32189","-0.03, p=0.78447","-0.18, p=0.32837","-0.17, p=0.57524","0.49, p=0.3274","0.04, p=0.68855","0.75, p=0.33449","-0.38, p=0.56516","0.15, p=0.48948"
"ZNF589","0.07, p=0.4708","-0.06, p=0.564","-0.08, p=0.77585","0.01, p=0.68583","-0.01, p=0.61148","0.15, p=0.12418","-0.27, p=0.152","0.14, p=0.50181","0.39, p=0.03016","0.04, p=0.81959","-0.02, p=0.30768","-0.01, p=0.5305","-0.02, p=0.71116","-0.03, p=0.6094","-0.05, p=0.55","0.26, p=0.16842","0.17, p=0.39501","0.41, p=0.07253","0.38, p=0.10546","-0.26, p=0.35952","-0.14, p=0.3136","-0.53, p=0.62563",NA,"-0.14, p=0.34086","-0.02, p=0.6461","-0.04, p=0.20199","-0.01, p=0.59407","-0.3, p=0.59893","-0.06, p=0.76041","-0.48, p=0.58162","0.43, p=0.63384","-0.11, p=0.51235","-0.68, p=0.4131"
"TGFB3","-0.15, p=0.47098",NA,"-0.99, p=0.06206","0.18, p=0","0.16, p=0.00017","0.26, p=0.21135","-0.31, p=0.29246","-0.12, p=0.55499","0.07, p=0.78963","-0.15, p=0.56442","0.04, p=0.22064","0, p=0.9144","-0.05, p=0.6685","-0.04, p=0.73882","-0.08, p=0.60704","-0.03, p=0.6186","0.13, p=0.03093","-0.15, p=0.08896","0.07, p=0.44145","0.17, p=0.46354","0.47, p=0.35262","0.12, p=0.67276","-0.04, p=0.73827","0.11, p=0.44343","-0.16, p=0.36744","-0.26, p=0.44438","-0.04, p=0.81907","-0.37, p=0.5931","-0.25, p=0.67509","0.16, p=0.87361","0.34, p=0.67615","-0.89, p=0.36059","-0.99, p=0.31498"
"CCNB1","-0.13, p=0.47109","0.02, p=0.946","-0.38, p=0.159","-0.05, p=0.09005","-0.07, p=0.06697","0.09, p=0.62725","0.61, p=0.0087","1.79, p=0.32602","-0.09, p=0.64329","-0.37, p=0.07122","0.01, p=0.7192","-0.02, p=0.1419","0, p=0.97703","0, p=0.97715","0, p=0.99957","-0.48, p=0.12066","-0.51, p=0.12145","-0.46, p=0.02823","-0.65, p=0.00211","0.05, p=0.64119","0.03, p=0.84296","0.1, p=0.70096","0.02, p=0.33662","0.01, p=0.91629","-0.06, p=0.71306","-0.01, p=0.91259","-0.1, p=0.59816","0.11, p=0.23037","-0.37, p=0.344","0.89, p=0.06348","-0.23, p=0.67485","-0.66, p=0.57494","-0.55, p=0.26483"
"ATP11B","0.05, p=0.4744","-0.33, p=0.289","0.04, p=0.90684","0.01, p=0.67573","0.04, p=9e-04","0.02, p=0.75887","-0.3, p=0.02438","-0.07, p=0.53245","-0.11, p=0.23801","-0.18, p=0.07828","-0.05, p=0.1658","0.01, p=0.1667","-0.03, p=0.78689","-0.03, p=0.74247","-0.06, p=0.68472","0.51, p=0.01663","0.04, p=0.86653","0.1, p=0.59356","-0.03, p=0.86902","-0.19, p=0.56036","-0.08, p=0.7607","-0.31, p=0.28308","0.03, p=0.77997","0.06, p=0.56686","0.01, p=0.2871","0.1, p=0.38289","-0.04, p=0.3267","0.88, p=0.196","-0.75, p=0.2692","0.96, p=0.32838","-0.68, p=0.36742","0.81, p=0.22182","-0.84, p=0.3873"
"ATF5","0.12, p=0.47483","0.2, p=0.521","-0.22, p=0.5042",NA,"0.1, p=0.00938","0.09, p=0.63282","0.03, p=0.88375","0.42, p=0.06339","-0.2, p=0.21883","-0.04, p=0.77149","0.01, p=0.59938","0.01, p=0.8355","-0.08, p=0.33596","-0.06, p=0.4391","-0.14, p=0.24232","-0.06, p=0.65561","-0.03, p=0.83452","-0.02, p=0.83593","0.18, p=0.08782","-0.16, p=0.27957","-0.61, p=0.28625","0.26, p=0.3344","0.22, p=0.19401","-0.2, p=0.32225","0.07, p=0.41619","-0.04, p=0.64318","0.2, p=0.31093","0.05, p=0.50563","0.06, p=0.41602","-0.33, p=0.47165","0.02, p=0.51549","0.43, p=0.46839","0.1, p=0.58651"
"CGRRF1","-0.06, p=0.47522","0, p=0.993","-0.58, p=0.10692","0.07, p=0.0014","-0.01, p=0.65833","-0.06, p=0.49865","-0.13, p=0.17368","0.05, p=0.61578","-0.1, p=0.20663","0.07, p=0.45691","-0.05, p=0.15338","-0.01, p=0.3528","0.01, p=0.87147","0.03, p=0.73624","0.04, p=0.7342","-0.47, p=0.0548","-0.25, p=0.31953","-0.27, p=0.03255","-0.45, p=0.00047","0.01, p=0.80948","0.02, p=0.86518","0.02, p=0.8281","0.11, p=0.39539","0.06, p=0.39557","-0.02, p=0.70927","-0.02, p=0.81995","-0.01, p=0.93011","0.07, p=0.92772","-0.21, p=0.735","0.42, p=0.72876","-0.11, p=0.89142","-0.28, p=0.76369","-0.33, p=0.74734"
"DDIT4","0.17, p=0.47709","-0.2, p=0.284","-0.91, p=0.00467","0.33, p=0","0.21, p=0.00041","-0.02, p=0.92021","0.15, p=0.72802","0.21, p=0.60889","0.28, p=0.40451","0.04, p=0.89643","0.06, p=0.23367","0.05, p=0.2715","-0.02, p=0.83476","0, p=0.98315","-0.02, p=0.87804","0.36, p=0.06479","0.3, p=0.151","0.48, p=0.05385","0.56, p=0.0278","0.18, p=0.5115","0.11, p=0.71887","0.26, p=0.53755","0.27, p=0.40448","0.32, p=0.0949","0.42, p=0.06944","0.47, p=0.16432","0.55, p=0.08626","0.12, p=0.8897","1.59, p=0.03866","0.26, p=0.81779","2.72, p=0.00656","-0.02, p=0.98787","0.18, p=0.86561"
"TNIP1","-0.08, p=0.47712","-0.41, p=0.387","-0.39, p=0.10325","0.01, p=0.72617","0.06, p=0.00213","-0.03, p=0.79051","-0.08, p=0.4709","-0.06, p=0.73662","0.15, p=0.14646","-0.12, p=0.25538","0.05, p=0.29648","-0.01, p=0.5221","-0.01, p=0.85428","-0.03, p=0.7053","-0.04, p=0.70206","-0.58, p=0.05735","-0.06, p=0.84887","-0.1, p=0.5605","-0.24, p=0.16081","0.26, p=0.40073","0.37, p=0.50428","0.18, p=0.59632","-0.05, p=0.8416","-0.05, p=0.52257","0.07, p=0.33508","0.26, p=0.08752","-0.07, p=0.48492","0.13, p=0.5659","0.39, p=0.49704","0.47, p=0.59873","0.41, p=0.59117","-0.22, p=0.65672","0.35, p=0.72493"
"PSMB10","-0.07, p=0.48158","-0.09, p=0.515","-0.58, p=0.06608",NA,"-0.09, p=0.32151","-0.05, p=0.63536","-0.53, p=0.12806","0.31, p=0.39397","0.35, p=0.01802","-0.12, p=0.70802","-0.1, p=0.02586","0.01, p=0.8001","0.02, p=0.8315","0.01, p=0.94073","0.03, p=0.84707","-0.21, p=0.14198","0.08, p=0.61061","-0.2, p=0.04792","-0.02, p=0.83472","0.13, p=0.33345","0.02, p=0.92409","0.23, p=0.20585","-0.01, p=0.91194","-0.25, p=0.00746","-0.04, p=0.71789","0, p=0.98689","-0.02, p=0.88674","-0.63, p=0.38188","-0.09, p=0.8771","-0.92, p=0.40928","0.09, p=0.91329","-0.33, p=0.71903","-0.32, p=0.75455"
"PRAF2","0.05, p=0.48225","-0.05, p=0.697","0.23, p=0.37441","-0.04, p=0.00197","0, p=0.89709","-0.1, p=0.225","0.2, p=0.1108","-0.11, p=0.52174","0.11, p=0.38984","-0.08, p=0.42845","-0.03, p=0.5635","-0.01, p=0.6",NA,NA,NA,"-0.01, p=0.96118","-0.13, p=0.3603","0.01, p=0.95957","0.12, p=0.38326","-0.07, p=0.6576","-0.08, p=0.79086","-0.08, p=0.63396","-0.12, p=0.27185","-0.08, p=0.32297","-0.08, p=0.40256","-0.01, p=0.97037","-0.19, p=0.10774","-0.24, p=0.74851","0.74, p=0.23984","-0.73, p=0.47556","0.6, p=0.45208","0.26, p=0.81103","0.92, p=0.36756"
"SESN1","-0.1, p=0.48325","-0.33, p=0.126","-1.05, p=0.00222","0.09, p=0.00017","0.05, p=0.02654","0.01, p=0.93031","0.11, p=0.46472","-0.22, p=0.0807","-0.01, p=0.91471","0, p=0.99828","0.05, p=0.35905","-0.02, p=0.1167","0.02, p=0.8114","0.02, p=0.86309","0.04, p=0.78136","-0.01, p=0.91949","0.35, p=0.00743","-0.07, p=0.52106","-0.1, p=0.37153","0.1, p=0.34078","0.01, p=0.96242","0.18, p=0.22151",NA,"0.15, p=0.0241","0.1, p=0.2123","0.12, p=0.32626","0.16, p=0.21966","0.07, p=0.92199","0.65, p=0.34248","0.65, p=0.50688","0.82, p=0.36992","-0.51, p=0.6643","0.43, p=0.68081"
"WIPF2","-0.07, p=0.48395","-0.17, p=0.159","0.12, p=0.63105","-0.01, p=0.70714","-0.01, p=0.66971","-0.08, p=0.47676","0.15, p=0.28991","-0.09, p=0.45881","-0.09, p=0.46949","0.1, p=0.16749","-0.03, p=0.41415","-0.03, p=0.01764","0, p=0.96609","0, p=0.99822","0, p=0.97864","-0.07, p=0.72603","-0.2, p=0.33787","0, p=0.97657","-0.13, p=0.40333","-0.03, p=0.59578","-0.12, p=0.2931","0.04, p=0.66028","0.3, p=0.0254","-0.01, p=0.39042","0.05, p=0.29033","-0.01, p=0.57265","0.08, p=0.30576","-0.18, p=0.71155","0.14, p=0.81175","0.03, p=0.86326","0.24, p=0.77832","-0.39, p=0.55795","0.02, p=0.84403"
"HACD3","-0.04, p=0.48438","0.22, p=0.534","-0.75, p=0.00335","0, p=0.96582","-0.04, p=0.00621","-0.01, p=0.86561","0.36, p=0.00477","-0.03, p=0.80105","-0.29, p=0.02619","-0.06, p=0.47108","-0.02, p=0.60363","-0.02, p=0.04697","0.14, p=0.37406","0.12, p=0.44744","0.26, p=0.26646","-0.13, p=0.10226","-0.16, p=0.05801","-0.18, p=0.0232","-0.23, p=0.00358","-0.04, p=0.22906","-0.07, p=0.52198","-0.02, p=0.35334",NA,"-0.14, p=0.3433","-0.05, p=0.45135","-0.09, p=0.36964","-0.04, p=0.65733","-0.38, p=0.70485","0.13, p=0.64867","0.68, p=0.59493","-0.24, p=0.41612","-1.45, p=0.23757","0.54, p=0.56585"
"TPM1","0.17, p=0.48698","-0.89, p=0.00024","-0.83, p=0.02952","0.01, p=0.59246","0.01, p=0.5055","-0.07, p=0.76855","0.13, p=0.37792","-0.14, p=0.3937","-0.08, p=0.58885","-0.04, p=0.75721","-0.04, p=0.07037","0.04, p=0.00435","0.1, p=0.34285","0.1, p=0.35163","0.2, p=0.20503","0.17, p=0.10297","0.19, p=0.0864","0.15, p=0.04541","0.07, p=0.34608","0.03, p=0.51813","-0.07, p=0.65206","0.09, p=0.39279","0.12, p=0.32763","-0.05, p=0.2929","-0.07, p=0.48836","-0.11, p=0.55992","-0.08, p=0.63929","0, p=0.54717","-0.05, p=0.35003","0.16, p=0.45701","-0.37, p=0.59053","-0.17, p=0.55137","0.35, p=0.25317"
"MAPKAPK2","-0.06, p=0.48706","-0.22, p=0.28","-0.33, p=0.20607","0.02, p=0.31729","0.08, p=0.00699","0.07, p=0.41291","-0.39, p=0.05816","0.24, p=0.15581","-0.27, p=0.14476","-0.09, p=0.6602","0.03, p=0.22397","0, p=0.8878","0.07, p=0.44224","0.08, p=0.42191","0.15, p=0.28855","-0.26, p=0.03736","0.22, p=0.09349","-0.08, p=0.57034","0, p=0.99407","-0.04, p=0.60899","0.16, p=0.43075","-0.1, p=0.70245","0.07, p=0.45595","0, p=0.67282","0.05, p=0.49685","0.05, p=0.25443","0.06, p=0.7342","-0.02, p=0.70959","-0.04, p=0.94786","-0.85, p=0.36081","-0.12, p=0.83294","0.81, p=0.38726","0.06, p=0.84025"
"TOPBP1","-0.05, p=0.4898","-0.84, p=0.00465","0.55, p=0.02512","-0.04, p=0.04458","-0.05, p=0.02473","-0.03, p=0.73121","0.14, p=0.26392","0.27, p=0.45553","-0.17, p=0.05602","-0.15, p=0.22211","-0.06, p=0.14135","-0.03, p=0.00366","-0.03, p=0.82015","-0.02, p=0.83554","-0.05, p=0.76858","-0.16, p=0.41519","-0.42, p=0.04553","-0.15, p=0.3191","-0.15, p=0.34263","0.05, p=0.51432","-0.08, p=0.52717","0.16, p=0.20115","0.14, p=0.26035","0.05, p=0.65758","-0.09, p=0.19849","0.04, p=0.68605","-0.17, p=0.11106","-0.24, p=0.73646","-0.35, p=0.56846","0, p=0.99785","-0.41, p=0.64823","-0.47, p=0.64546","-0.28, p=0.77375"
"SPP1","0.43, p=0.4907","1.19, p=0.00035","-1.45, p=0.00728","0.16, p=0.06149","0.26, p=0.01016","-0.12, p=0.84562","-0.52, p=0.15913","-0.84, p=0.01483","-0.11, p=0.72254","-0.48, p=0.30596","-0.03, p=0.66558","-0.06, p=0.2062","0.06, p=0.71548","0.04, p=0.81461","0.1, p=0.68623","-0.37, p=0.18797","-0.73, p=0.01605","-0.44, p=0.08359","-0.66, p=0.01032","0.31, p=0.3198","0.34, p=0.46535","0.3, p=0.40709","-0.53, p=0.16768","-0.04, p=0.84285","0.3, p=0.20437","0.37, p=0.37491","0.22, p=0.43734","-0.34, p=0.10655","-0.54, p=0.14221","0.16, p=0.21259","-0.54, p=0.37776","-0.83, p=0.2385","-0.55, p=0.25299"
"MTF2","0.07, p=0.49326","0.32, p=0.0407","-0.19, p=0.46011","-0.02, p=0.20939","0.03, p=0.07762","0.01, p=0.94519","0.27, p=0.02767","0.94, p=0.30096","-0.36, p=0.00429","-0.16, p=0.171","0.05, p=0.05355","0.01, p=0.4393","-0.05, p=0.54344","-0.05, p=0.54589","-0.11, p=0.41287","0.37, p=0.15762","0.26, p=0.35654","-0.07, p=0.65337","-0.08, p=0.59746","0.05, p=0.71772","0.05, p=0.61483","0.04, p=0.60246","0.12, p=0.53181","0.2, p=0.15","0, p=0.68568","-0.11, p=0.48835","0.09, p=0.39416","-0.06, p=0.51882","0.17, p=0.54455","0.49, p=0.48764","0.22, p=0.74165","-0.61, p=0.49727","0.1, p=0.53894"
"SMAD3","-0.08, p=0.49334","0.4, p=0.0708","-1.36, p=0.00083","-0.01, p=0.64779","-0.07, p=0.00284","0.21, p=0.07392","0.19, p=0.25627","-0.02, p=0.92089","-0.45, p=0.02589","-0.17, p=0.315","-0.01, p=0.68015","-0.08, p=1e-05","-0.04, p=0.51608","-0.04, p=0.56031","-0.07, p=0.40553","0, p=0.9914","-0.84, p=0.00296","-0.07, p=0.60764","0.17, p=0.1888","0.1, p=0.40627","-0.13, p=0.58032","0.24, p=0.19801","-0.21, p=0.24873","-0.1, p=0.34368","-0.08, p=0.35684","-0.09, p=0.62275","-0.08, p=0.31125","-0.19, p=0.75987","-0.16, p=0.63559","0.27, p=0.73251","0.06, p=0.72229","-0.65, p=0.52798","-0.44, p=0.6451"
"SPAG7","-0.06, p=0.49425","-0.18, p=0.167","-0.07, p=0.75443","-0.06, p=5e-04","-0.08, p=0.001","-0.09, p=0.2635","0.19, p=0.04684","0.06, p=0.49059","0.03, p=0.69219","0.19, p=0.00412","-0.04, p=0.47164","-0.01, p=0.6561","-0.39, p=0.17168","-0.09, p=0.73538","-0.8, p=0.06806","-0.05, p=0.59741","-0.07, p=0.45391","-0.16, p=0.04764","-0.19, p=0.02086","-0.06, p=0.47393","-0.05, p=0.722","-0.08, p=0.54345","0.02, p=0.82519","-0.16, p=0.04665","-0.08, p=0.11747","-0.08, p=0.46585","-0.08, p=0.27373","-0.68, p=0.36371","-0.25, p=0.65258","-0.63, p=0.6035","-0.34, p=0.6603","-0.74, p=0.42684","-0.14, p=0.88585"
"SPTLC2","-0.06, p=0.49458","-0.05, p=0.77","-0.48, p=0.09369","0.05, p=0.08739","0.04, p=0.07878","-0.02, p=0.82394","-0.62, p=0.0078","0.03, p=0.89289","-0.17, p=0.33151","-0.32, p=0.06829","0.05, p=0.02801","0.01, p=0.607","-0.01, p=0.92209","-0.01, p=0.89142","-0.02, p=0.8736","-0.05, p=0.81039","0.35, p=0.09756","-0.03, p=0.82268","-0.32, p=0.0323","0.2, p=0.19168","0.33, p=0.23908","0.06, p=0.13828","-0.51, p=0.31422","0.16, p=0.33792","0.01, p=0.76996","-0.03, p=0.60203","0, p=0.87378","0.25, p=0.54193","-0.1, p=0.54892","0.16, p=0.80401","0.19, p=0.39322","0.33, p=0.42705","-0.46, p=0.26821"
